9036	15	1
4568	15	7
9621	15	3
6766	15	7
9236	15	3
6	15	4
2283	15	0
1064	15	3
7249	15	4
2133	15	0
8388	15	3
1461	15	3
3022	15	3
1360	15	0
583	15	3
9450	15	0
4615	15	4
3539	15	3
3904	15	1
1045	15	3
876	15	0
8898	15	6
9396	15	4
8251	15	3
3500	15	4
9012	15	4
9538	15	1
8273	15	7
4834	15	3
603	15	1
4357	15	7
333	15	5
4003	15	5
2932	15	2
6103	15	2
3042	15	5
3428	15	1
3597	15	1
8577	15	7
5479	15	3
3727	15	7
4626	15	7
9073	15	0
6670	15	6
8285	15	3
4927	15	3
4032	15	7
3666	15	0
8184	15	3
3353	15	2
6926	15	3
2459	15	7
740	15	6
2871	15	3
3229	15	4
1230	15	0
2553	15	4
3211	15	2
3613	15	3
4802	15	1
923	15	4
3189	15	3
2286	15	2
2468	15	7
5594	15	6
2187	15	5
8069	15	0
7412	15	7
8387	15	4
6677	15	2
8800	15	1
9904	15	4
7443	15	3
4468	15	4
5148	15	4
2124	15	3
6469	15	3
1071	15	7
6361	15	6
3443	15	1
170	15	3
7462	15	5
3456	15	4
5008	15	7
3555	15	2
901	15	3
8410	15	0
1728	15	1
6279	15	3
2494	15	3
3796	15	7
4045	15	3
1483	15	3
6969	15	4
3901	15	7
6972	15	3
4754	15	3
8815	15	7
1819	15	2
5735	15	0
9089	15	4
9143	15	3
8168	15	3
4334	15	3
2268	15	3
3399	15	1
672	15	3
283	15	2
1321	15	7
1674	15	5
5071	15	0
4532	15	7
4402	15	6
6008	15	3
7463	15	2
1805	15	3
57	15	0
3217	15	0
8026	15	1
2054	15	3
5896	15	3
4955	15	7
5278	15	3
3019	15	0
6649	15	0
8589	15	5
5172	15	3
2842	15	0
5203	15	1
7065	15	0
3382	15	4
3365	15	0
9639	15	3
7479	15	7
1642	15	7
8325	15	4
5495	15	3
463	15	7
1799	15	3
6536	15	4
2702	15	2
7274	15	1
6781	15	4
4485	15	4
8863	15	4
7346	15	5
422	15	4
4689	15	6
7125	15	6
6483	15	4
757	15	3
5800	15	3
5906	15	1
1152	15	3
4172	15	7
1018	15	4
1630	15	4
8341	15	3
5466	15	4
1055	15	6
3620	15	3
2813	15	7
6381	15	7
6626	15	3
6370	15	3
2737	15	1
7476	15	3
4307	15	3
653	15	4
5127	15	3
7565	15	6
2183	15	3
1371	15	1
5456	15	7
3523	15	3
7168	15	3
3701	15	7
4140	15	5
4585	15	3
1616	15	3
710	15	3
6533	15	3
6412	15	5
2574	15	7
3233	15	4
7760	15	4
2224	15	4
9553	15	3
7042	15	3
8582	15	1
8221	15	4
6607	15	4
6446	15	4
7836	15	1
1302	15	7
9606	15	7
824	15	7
9192	15	3
8551	15	3
3345	15	3
280	15	4
6222	15	4
2858	15	4
9361	15	7
3269	15	6
8152	15	3
2114	15	3
8655	15	3
8466	15	3
6638	15	7
9530	15	1
9582	15	4
5693	15	5
3084	15	7
5429	15	5
1331	15	1
5292	15	3
4101	15	2
2742	15	3
7035	15	3
2924	15	3
288	15	1
95	15	7
9451	15	6
8631	15	7
1981	15	7
3300	15	4
6386	15	1
4633	15	1
4889	15	3
6900	15	5
5920	15	4
3187	15	4
7750	15	3
7631	15	3
4586	15	3
6072	15	4
9605	15	0
1864	15	0
5752	15	7
1539	15	4
9821	15	4
1851	15	6
6575	15	7
1822	15	3
430	15	6
2390	15	2
8516	15	7
7247	15	2
9927	15	5
2331	15	7
1766	15	0
6983	15	7
2171	15	4
2092	15	0
9321	15	4
4128	15	3
7627	15	1
832	15	3
2872	15	4
4281	15	4
7254	15	7
2037	15	7
818	15	0
9007	15	4
935	15	2
644	15	3
3131	15	3
828	15	3
5163	15	3
7602	15	4
9204	15	7
4144	15	3
2394	15	7
1372	15	0
3868	15	6
6133	15	3
2075	15	3
2997	15	3
9620	15	4
6842	15	1
4254	15	4
6504	15	1
9888	15	2
5256	15	7
7681	15	4
5813	15	4
5989	15	4
5493	15	2
5297	15	0
1471	15	6
2034	15	1
4584	15	7
883	15	1
5243	15	0
9486	15	4
9278	15	3
9950	15	7
773	15	5
3204	15	7
8718	15	4
7626	15	7
2145	15	4
7820	15	4
6941	15	3
7895	15	0
4006	15	4
9676	15	1
5357	15	0
9216	15	3
1693	15	3
9670	15	2
2893	15	1
2195	15	6
7517	15	1
4173	15	0
7060	15	7
5767	15	4
17	15	7
2455	15	3
516	16	1
4590	16	1
1488	16	0
3685	16	5
5832	16	2
2576	16	5
5770	16	4
8569	16	6
8597	16	4
9829	16	6
2462	16	4
5326	16	1
9262	16	6
3785	16	7
3865	16	5
2715	16	6
7119	16	2
8780	16	6
8690	16	4
2417	16	5
5191	16	5
4506	16	4
5886	16	4
2437	16	1
835	16	6
8835	16	2
3027	16	4
1374	16	0
8518	16	0
1685	16	0
6308	16	7
2240	16	1
4239	16	6
9523	16	0
7671	16	6
7055	16	7
6106	16	6
8687	16	0
7485	16	0
9597	16	5
8328	16	4
3449	16	0
2283	16	0
3848	16	4
4808	16	4
1615	16	4
2426	16	0
649	16	6
241	16	1
593	16	5
6459	16	0
1823	16	0
