603	0	8
66	0	4
79	0	3
43	0	3
1509	0	5
1495	0	6
790	0	1
84	0	1
600	0	2
817	0	1
890	0	1
806	0	5
972	0	3
91	0	3
64	0	0
923	0	1
1533	0	5
189	0	3
884	0	1
106	0	5
925	0	3
57	0	1
198	0	0
888	0	6
83	0	4
1312	0	3
1579	0	0
38	0	5
1590	0	0
170	0	1
54	0	0
615	0	6
928	0	3
1515	0	4
131	0	6
125	0	6
123	0	3
909	0	6
1569	0	4
877	0	1
821	0	1
1023	0	1
178	0	11
31	0	3
1580	0	5
149	0	4
926	0	8
197	0	2
927	0	3
637	0	10
109	0	5
984	0	3
602	0	1
120	0	5
1003	0	0
1018	0	3
167	0	3
989	0	5
55	0	6
114	0	6
915	0	0
609	0	8
822	0	3
1526	0	1
826	0	3
1539	0	3
901	0	1
633	0	5
97	0	5
70	0	2
908	0	5
1552	0	3
839	0	0
142	0	0
5	0	3
647	0	0
960	0	5
194	0	5
801	0	3
864	0	6
1342	0	2
182	0	1
875	0	5
857	0	0
93	0	3
1570	0	3
1007	0	3
152	0	1
656	0	1
185	0	7
667	0	1
638	0	3
920	0	3
1006	0	5
28	0	5
73	0	5
645	0	5
41	0	2
985	0	6
919	0	8
1512	0	3
1573	0	0
1503	0	6
932	0	5
597	0	3
798	0	4
1557	0	3
1016	0	1
940	0	5
7	0	5
139	0	3
1540	0	1
942	0	5
1010	0	6
914	0	0
953	0	3
171	0	7
827	0	0
155	0	3
980	0	6
987	0	3
169	0	1
611	0	5
1022	0	6
938	0	7
94	0	1
101	0	7
793	0	5
665	0	0
682	0	6
655	0	6
804	0	11
53	0	1
619	0	2
797	0	1
143	0	0
983	0	3
950	0	0
1013	0	0
1033	0	1
174	0	3
1556	0	4
929	0	6
40	0	3
976	0	1
935	0	5
892	0	0
88	0	1
644	0	5
885	0	1
623	0	0
812	0	1
894	0	1
902	0	5
936	0	3
628	0	5
29	0	6
1576	0	4
1558	0	3
1584	0	6
1546	0	2
1020	0	3
1554	0	3
947	0	3
196	0	5
1034	0	3
32	0	3
1592	0	6
802	0	8
979	0	3
1548	0	4
48	0	3
787	0	6
669	0	7
865	0	1
1313	0	5
642	0	5
99	0	1
1356	0	11
607	0	8
1328	0	4
1536	0	0
895	0	0
1520	0	5
104	0	0
133	0	5
1330	0	0
37	0	8
175	0	0
69	0	3
677	0	5
1532	0	0
820	0	0
591	0	3
1547	0	5
34	0	4
1019	0	3
1496	0	3
862	0	5
679	0	1
1500	0	3
867	0	11
1537	0	6
1563	0	0
59	0	1
913	0	1
1031	0	0
860	0	5
1351	0	10
1530	0	0
898	0	7
949	0	6
47	0	6
85	0	3
589	0	1
147	0	0
56	0	1
652	0	3
1524	0	4
108	0	5
26	0	0
792	0	1
974	0	6
107	0	5
869	0	6
1001	0	3
74	0	3
1587	0	2
105	0	3
650	0	1
1320	0	1
838	0	7
831	0	4
624	0	6
1316	0	1
672	0	0
594	0	1
629	0	2
32	1	3
47	1	6
71	1	1
1348	1	1
0	1	0
1320	2	2
545	2	0
773	2	2
77	2	5
749	2	2
1481	2	6
453	2	11
958	2	3
86	2	6
1384	2	7
857	2	0
764	2	9
794	2	2
714	2	0
1479	2	0
263	2	5
832	2	2
1306	2	6
308	2	5
4	2	0
1219	2	5
1506	2	7
284	2	6
961	2	2
484	2	5
1413	2	4
1427	2	5
1446	2	6
377	2	0
848	2	8
90	2	2
488	2	5
949	2	6
185	2	4
319	2	6
145	2	9
1409	2	5
555	2	0
532	2	2
562	2	2
953	2	3
303	2	4
691	2	0
1006	2	5
1473	2	11
1463	2	3
571	2	6
1466	2	3
501	2	6
353	2	6
422	2	5
1455	2	0
74	2	3
1414	2	5
938	2	7
998	2	5
1297	2	3
1347	2	3
291	2	0
1356	2	11
88	2	3
469	2	0
328	2	5
297	2	0
550	2	5
256	2	5
55	2	7
209	2	6
40	2	3
840	2	6
70	2	2
346	2	4
336	2	6
1034	2	3
210	2	6
7	2	5
54	2	0
1281	2	0
781	2	5
406	2	6
1339	2	3
510	2	4
347	2	3
531	2	3
529	2	6
705	2	2
58	2	5
27	2	6
12	2	7
739	2	2
1379	2	7
990	2	2
310	2	2
28	2	5
61	2	5
962	2	3
257	2	2
511	2	9
976	2	2
1251	2	2
1256	2	5
1443	2	6
883	2	4
1268	2	5
978	2	6
1284	2	3
117	2	5
68	2	0
803	2	9
731	2	0
301	2	0
412	2	3
695	2	3
736	2	4
1228	2	5
39	2	6
245	2	5
1430	2	6
1365	2	3
1250	2	5
69	2	3
341	2	3
1381	2	0
721	2	3
354	2	0
1340	2	3
581	2	4
1242	2	5
552	2	6
10	2	6
793	2	5
754	2	0
113	2	4
987	2	3
1245	2	5
1246	2	5
82	2	5
513	2	6
266	2	5
123	2	4
1440	2	3
699	2	5
193	2	5
701	2	6
979	2	3
1477	2	5
445	2	5
984	2	3
251	2	2
836	2	4
36	2	4
420	2	5
161	2	4
216	2	7
819	2	9
383	2	7
982	2	5
100	2	6
514	2	3
499	2	2
1352	2	3
815	2	6
41	2	2
1311	2	5
1415	2	0
960	2	5
1382	2	0
295	2	6
428	2	0
1007	2	3
540	2	6
875	2	5
1543	2	4
47	2	4
464	2	3
950	2	0
23	2	3
698	2	4
1327	2	3
741	2	5
838	2	7
155	2	3
692	2	6
864	2	6
194	2	5
808	2	3
451	2	0
833	2	0
1359	2	4
156	2	0
228	2	6
1480	2	5
371	2	0
35	2	4
1405	2	3
771	2	1
268	2	6
967	2	6
76	2	3
1307	2	6
709	2	5
584	2	5
1425	2	6
1462	2	3
190	2	8
940	2	5
1517	2	4
747	2	3
582	2	4
1417	2	5
34	2	4
759	2	5
573	2	3
492	2	7
357	2	6
849	2	5
802	2	8
271	2	5
289	2	2
356	2	0
265	2	6
734	2	0
852	2	9
333	2	11
241	2	6
697	2	0
334	2	5
430	2	0
384	2	0
1283	2	3
1282	2	5
1236	2	5
196	2	5
751	2	2
1217	2	5
1399	2	3
1457	2	3
1369	2	2
1454	2	6
304	2	2
686	2	6
93	2	3
972	2	3
491	2	0
542	2	5
494	2	0
567	2	5
485	2	2
1258	2	4
1313	2	5
1579	3	0
1501	3	8
512	3	2
464	3	3
1143	3	1
507	3	5
69	3	3
203	3	6
281	3	0
483	3	5
294	3	5
488	3	3
1294	3	3
307	3	0
1550	3	6
244	3	6
509	3	6
40	3	3
41	3	2
5	3	3
543	3	0
1220	3	0
299	3	0
1200	3	6
320	3	5
1552	3	3
415	3	3
1183	3	8
362	3	9
1125	3	5
295	3	6
1292	3	3
261	3	2
567	3	5
306	3	2
400	3	2
71	3	1
413	3	3
10	3	6
1244	3	4
346	3	4
15	3	2
280	3	6
14	3	8
471	3	8
1146	3	5
426	3	8
1250	3	5
451	3	0
302	3	2
559	3	1
19	3	8
563	3	8
531	3	3
38	3	5
441	3	5
1221	3	5
1517	3	2
43	3	3
462	3	6
550	3	5
548	3	4
397	3	3
443	3	2
318	3	2
1212	3	3
305	3	8
248	3	1
584	3	5
1265	3	2
372	3	5
225	3	9
271	3	6
387	3	0
75	3	0
351	3	0
529	3	6
94	3	3
1504	3	3
1215	3	5
99	3	1
360	3	6
272	3	5
267	3	1
1184	3	5
469	3	0
1512	3	3
0	3	0
1531	3	5
17	3	2
1115	3	5
257	3	2
279	3	5
62	3	8
1546	3	2
1154	3	3
466	3	2
6	3	4
335	3	5
254	3	2
422	3	5
86	3	6
367	3	1
560	3	1
56	3	2
1173	3	3
1558	3	3
217	3	4
435	3	5
232	3	2
434	3	2
1535	3	4
1241	3	1
1156	3	2
93	3	3
68	3	0
231	3	2
566	3	3
514	3	3
521	3	3
511	3	9
