603	8
66	6
79	3
43	3
1509	5
1495	6
790	4
84	4
600	5
817	4
890	4
806	5
972	3
91	3
64	0
923	4
1533	6
189	3
884	4
106	5
925	3
57	2
198	0
888	6
83	4
1312	6
1579	0
38	5
1590	0
170	4
54	0
615	6
928	3
1515	4
131	6
125	6
123	3
909	6
1569	6
877	2
821	2
1023	2
178	11
31	6
1580	5
149	4
926	8
197	2
927	3
637	2
109	5
984	3
602	3
120	6
1003	0
1018	3
167	6
989	5
55	6
114	3
915	0
609	8
822	3
1526	4
826	3
1539	3
901	4
633	5
97	6
70	5
908	5
1552	3
839	0
142	0
5	3
647	0
960	5
194	5
801	3
864	6
1342	2
182	2
875	5
857	0
93	3
1570	3
1007	3
152	4
656	4
185	3
667	4
638	3
920	3
1006	5
28	5
73	5
645	5
41	2
985	6
919	8
1512	3
1573	0
1503	6
932	5
597	3
798	4
1557	3
1016	2
940	5
7	5
139	3
1540	4
942	5
1010	6
914	0
953	3
171	6
827	0
155	3
980	6
987	3
169	4
611	2
1022	6
938	5
94	3
101	4
793	5
665	0
682	6
655	6
804	11
53	0
619	2
797	4
143	0
983	3
950	0
1013	0
1033	2
174	3
1556	4
929	6
40	3
976	8
935	5
892	0
88	3
644	5
885	8
623	0
812	2
894	0
902	5
936	3
628	5
29	6
1576	4
1558	3
1584	6
1546	2
1020	3
1554	1
947	3
196	5
1034	3
32	3
1592	6
802	8
979	4
1548	4
48	3
787	6
669	6
865	3
1313	5
642	5
99	1
1356	11
607	8
1328	9
1536	0
895	0
1520	5
104	0
133	5
1330	0
37	8
175	0
69	3
677	5
1532	0
820	0
591	3
1547	5
34	6
1019	3
1496	3
862	2
679	1
1500	3
867	11
1537	6
1563	0
59	1
913	9
1031	0
860	5
1351	3
1530	0
898	7
949	6
47	6
85	3
589	2
147	0
56	2
652	4
1524	4
108	5
26	0
792	4
974	4
107	5
869	6
1001	3
74	3
1587	2
105	3
650	8
1320	4
838	7
831	4
624	6
1316	4
672	0
594	4
629	2
71	1
1348	4
0	0
545	0
773	2
77	5
749	2
1481	6
453	11
958	3
86	6
1384	7
764	9
794	8
714	0
1479	0
263	5
832	8
1306	6
308	5
4	0
1219	5
1506	6
284	6
961	2
484	3
1413	4
1427	5
1446	6
377	0
848	8
90	0
488	5
319	6
145	9
1409	5
555	0
532	2
562	8
303	6
691	0
1473	11
1463	3
571	6
1466	3
501	6
353	6
422	5
1455	0
1414	5
998	5
1297	3
1347	3
291	0
469	0
328	5
297	0
550	5
256	5
209	6
840	6
346	4
336	6
210	6
1281	0
781	5
406	6
1339	3
510	4
347	3
531	3
529	6
705	2
58	5
27	3
12	7
739	2
1379	7
990	2
310	2
61	6
962	3
257	8
511	9
1251	2
1256	5
1443	6
883	1
1268	5
978	6
1284	3
117	5
68	0
803	9
731	0
301	0
412	3
695	3
736	4
1228	5
39	6
245	5
1430	6
1365	3
1250	5
341	3
1381	0
721	3
354	0
1340	3
581	4
1242	5
552	6
10	6
754	0
113	6
1245	5
1246	5
82	5
513	3
266	5
1440	4
699	5
193	5
701	6
1477	5
445	5
251	8
836	4
36	4
420	5
161	6
216	7
819	8
383	7
982	5
100	6
514	3
499	4
1352	3
815	6
1311	8
1415	0
1382	0
295	6
428	0
540	6
1543	4
464	3
23	3
698	4
1327	3
741	5
692	6
808	3
451	0
833	0
1359	6
156	0
228	6
1480	5
371	0
35	6
1405	3
771	4
268	6
967	6
76	3
1307	6
709	5
584	5
1425	6
1462	3
190	8
1517	4
747	3
582	2
1417	5
759	5
573	3
492	7
357	6
849	5
271	6
289	8
356	0
265	6
734	0
852	4
333	11
241	6
697	0
334	5
430	0
384	0
1283	3
1282	5
1236	5
751	2
1217	5
1399	3
1457	3
1369	2
1454	6
304	8
686	6
491	0
542	5
494	0
567	5
485	8
1258	2
1501	8
512	2
1143	4
507	5
203	6
281	0
483	5
294	5
1294	3
307	0
1550	6
244	6
509	3
543	0
1220	0
299	0
1200	6
320	5
415	3
1183	8
362	9
1125	5
1292	3
261	2
306	2
400	2
413	3
1244	4
15	2
280	6
14	8
471	8
1146	5
426	8
302	2
559	4
19	8
563	8
441	5
1221	5
462	6
548	4
397	3
443	8
318	2
1212	3
305	8
248	4
1265	4
372	5
225	9
387	0
75	0
351	0
1504	3
1215	5
360	6
272	5
267	4
1184	5
1531	5
17	2
1115	5
279	5
62	8
1154	3
466	4
6	4
335	5
254	4
367	4
560	4
1173	3
217	4
435	5
232	2
434	2
1535	4
1241	4
1156	2
231	2
566	3
521	3
1123	3
1240	2
1257	0
212	4
408	3
1132	4
1287	3
1285	3
478	4
234	4
576	0
1	0
316	3
1289	3
16	5
395	5
1553	3
1176	5
345	3
565	2
1163	3
1239	5
427	4
322	0
1181	8
544	6
551	4
96	2
497	0
1185	6
220	4
1542	6
502	6
388	0
9	2
344	3
444	6
30	8
1237	4
1150	0
522	4
578	5
407	3
1505	6
1513	6
215	8
429	6
42	2
525	5
398	6
557	5
1214	5
1029	5
153	3
814	6
991	8
204	2
1388	7
1442	8
160	0
986	5
132	8
1233	5
447	2
1290	3
176	6
148	3
1024	5
1028	8
433	3
237	5
463	6
585	2
500	3
467	8
1309	0
1000	8
1231	5
1372	3
343	2
1565	6
1541	2
1299	6
1216	8
676	5
554	0
977	0
608	5
1249	8
937	8
1376	0
874	3
439	6
188	8
44	3
1349	8
1303	4
1267	8
1451	6
321	5
809	2
520	4
639	3
1170	0
157	5
1361	8
315	8
969	8
411	4
13	2
1286	3
22	3
1412	0
141	5
24	6
871	6
606	6
1377	8
496	4
1315	0
253	0
1225	5
654	8
1324	2
324	8
382	3
1343	5
994	8
350	6
65	6
1422	5
939	6
329	2
121	0
593	8
1341	6
1433	5
675	5
1302	8
358	2
547	2
616	3
851	3
1519	8
213	5
879	8
1293	3
569	5
627	0
1296	3
681	0
859	6
1151	0
1574	8
1326	0
1528	3
1264	5
495	8
1419	3
468	3
1449	6
1434	7
1336	5
276	0
1262	5
663	7
1002	2
221	8
605	3
273	2
1017	5
192	0
293	6
1295	3
1465	2
164	8
1354	0
476	5
1586	8
425	0
290	0
200	4
480	8
417	3
1322	2
1368	8
1445	8
300	8
564	4
187	8
18	8
1424	8
828	6
1321	7
286	6
1207	4
115	2
1350	6
1208	10
1027	5
992	0
1333	4
1367	5
250	8
421	5
1276	0
402	4
519	5
1396	5
541	3
172	3
92	2
486	4
715	8
431	4
1172	6
916	0
577	8
1304	4
452	8
2	2
448	2
813	4
1178	2
528	8
830	8
1275	2
389	3
905	6
1272	2
1353	6
829	5
906	5
410	8
774	6
1140	8
393	5
396	4
489	8
465	0
269	4
246	2
921	6
504	3
726	6
459	6
455	2
900	2
572	5
534	4
80	3
1288	3
1171	8
87	6
918	0
1131	3
1186	4
1271	8
1188	2
238	8
784	3
1160	1
222	0
438	2
165	0
51	8
690	8
391	5
405	2
922	0
535	2
700	2
392	4
735	4
239	8
760	8
903	5
20	3
740	6
390	2
419	1
1130	5
766	2
1127	4
449	1
723	4
262	4
1124	2
477	4
717	6
876	0
214	8
1374	5
103	0
738	2
1331	8
1197	6
896	2
78	3
693	0
711	2
475	3
727	8
689	8
1166	2
202	2
761	4
136	8
561	3
712	2
1274	5
119	5
1117	4
696	2
1210	4
1213	5
730	6
1139	8
917	4
1149	8
897	5
1167	8
912	2
1114	5
887	0
579	5
457	2
870	6
1338	0
1121	8
404	6
67	5
1169	6
207	4
416	4
553	8
716	5
1300	5
1357	8
568	6
1329	8
1133	6
1147	3
1234	4
1229	2
1174	3
1116	8
1192	0
503	3
1138	5
1161	0
1120	5
729	5
707	2
1153	0
33	0
762	4
1337	8
481	5
724	0
1141	0
930	8
205	2
825	0
933	4
1344	4
1230	5
881	3
270	11
470	2
482	4
893	5
777	8
474	5
744	3
264	8
260	8
211	5
1485	5
401	5
911	2
886	0
8	6
574	6
394	5
1410	5
283	4
1461	0
570	5
598	2
835	2
1420	6
1486	0
957	2
1263	4
414	0
959	3
403	5
904	6
1450	6
732	5
227	7
1280	2
229	2
971	3
556	4
240	0
1009	2
858	6
1470	6
1510	2
1378	3
1502	0
1494	6
745	0
1082	5
1335	2
966	0
728	6
612	3
588	5
943	0
799	3
538	5
1441	5
1218	4
1459	0
1439	3
1270	0
880	7
646	6
1269	2
493	2
702	5
670	3
230	0
1516	7
620	5
873	0
632	3
376	2
327	6
944	9
861	3
1559	11
1423	6
626	3
1448	6
1318	0
800	0
844	5
1582	3
622	5
1226	4
1581	6
1487	4
1383	6
1564	3
818	4
824	3
219	5
1492	0
1571	6
1390	0
1551	2
1406	8
648	3
498	3
617	5
973	4
772	5
1456	3
842	0
618	3
1119	2
1421	3
587	0
1011	3
255	6
853	0
140	3
138	3
195	4
1508	5
124	5
1572	3
662	3
150	7
127	0
1435	4
805	4
810	0
1529	3
1585	3
1464	6
659	0
993	0
102	9
850	0
630	3
666	0
1438	5
713	3
1152	3
166	0
337	3
1514	3
1008	4
112	4
1134	9
643	3
129	5
179	8
1407	3
1511	0
1012	8
1358	1
1222	5
163	8
1444	2
653	6
110	3
45	8
218	8
349	8
742	6
1525	6
1478	5
515	0
1317	8
25	4
767	8
780	0
487	8
1122	3
1158	4
752	9
776	3
1588	4
1253	5
287	8
208	8
765	0
999	3
968	8
3	2
1522	0
1310	0
1014	3
1113	5
625	8
1162	5
1305	8
595	3
995	4
1168	6
247	4
1301	8
1202	5
359	8
722	3
366	2
342	4
1364	2
1467	8
72	3
235	6
323	8
191	5
694	5
173	8
604	0
1583	3
1475	0
1203	6
753	2
1447	0
1471	8
965	8
122	8
1164	4
1373	0
1189	6
530	8
649	3
1194	7
368	4
746	5
718	4
683	2
1483	0
634	2
952	5
1568	8
1458	5
872	2
1266	4
1278	2
137	2
970	2
1386	4
1182	6
1397	9
988	2
1004	8
1575	5
1325	6
1375	6
89	9
951	6
1248	9
1472	4
1015	6
1577	4
168	2
1428	6
954	6
811	12
846	8
1273	5
1224	4
948	8
1204	8
1385	2
1032	6
1578	2
651	3
782	6
631	2
770	4
1411	0
1488	6
748	5
687	2
743	4
596	8
685	2
758	6
52	4
1363	4
769	4
1360	6
599	4
688	4
1400	3
95	8
1021	8
1389	3
1314	8
1308	8
1362	2
11	4
1387	0
81	7
1391	8
1319	3
1355	4
1346	8
183	2
640	2
332	4
580	2
249	8
314	0
1157	8
1177	6
1025	2
1544	4
1005	2
375	4
378	2
1345	8
657	0
126	9
1211	2
1437	8
1408	4
1137	0
258	4
1198	0
1366	4
49	4
1460	2
845	3
621	2
223	2
21	8
791	8
517	4
1393	0
614	2
706	0
866	8
1260	2
737	8
1429	2
1401	8
1431	2
1175	2
558	2
1476	4
1497	2
1252	2
1403	9
946	2
1498	8
1332	4
385	2
1395	5
259	6
882	4
863	0
1196	6
796	2
924	0
910	3
1484	2
1534	2
527	4
1560	0
533	4
118	0
539	2
50	0
1402	4
768	4
1561	4
704	4
523	2
1227	2
1493	2
786	4
788	2
907	6
409	2
381	4
1538	8
549	2
1545	8
823	0
719	5
364	4
135	8
158	8
664	0
437	2
795	8
361	4
159	8
868	8
1518	4
1521	8
1370	4
1418	2
338	4
490	4
1291	3
1392	4
975	2
955	3
1593	0
526	3
837	3
847	8
945	2
277	4
757	8
997	0
505	4
1206	3
934	6
855	8
854	6
1254	4
680	8
733	6
1126	2
1589	2
941	8
450	2
756	4
703	8
313	2
352	8
710	8
583	8
374	2
1238	4
508	0
363	3
963	2
964	5
252	8
1247	5
1527	6
575	5
326	2
298	8
373	6
312	4
436	0
1232	0
755	6
454	8
199	2
288	8
365	0
460	11
725	8
424	0
348	5
278	4
1259	2
783	6
1507	8
330	5
856	6
516	4
46	6
282	2
446	3
1261	4
1243	2
243	5
1279	8
537	1
1118	0
536	6
1155	5
479	3
1491	4
1179	0
206	6
233	4
843	2
899	8
458	5
442	5
661	6
1566	6
399	6
889	2
60	3
1145	9
292	8
775	2
518	6
1549	4
841	6
785	1
789	3
816	6
1026	5
720	1
180	5
325	6
673	2
1469	6
635	5
473	2
1562	4
1190	6
186	0
162	1
1209	6
181	9
1142	3
1199	3
130	2
674	2
1453	2
592	8
996	8
1129	6
1591	2
660	5
1489	2
1426	6
177	6
1468	8
684	4
590	2
671	2
1144	0
151	8
613	4
658	4
1128	6
1136	3
128	4
1195	4
668	4
1193	2
1394	8
146	3
184	4
154	4
1165	5
116	6
1499	4
1523	4
1416	2
636	2
1490	4
956	0
1380	0
641	5
1191	8
432	0
296	4
242	5
546	0
380	6
1277	2
763	4
524	4
339	0
1223	8
201	4
309	2
708	3
931	6
355	5
834	5
275	4
236	6
224	2
386	6
423	8
750	2
1452	2
1323	2
779	1
778	4
311	6
379	8
472	5
456	8
440	6
1205	0
891	8
1135	2
1235	4
610	8
1030	2
1201	4
1059	0
1107	8
1101	8
1103	2
1086	5
1076	5
1073	5
1098	5
1091	5
1066	4
1067	11
1097	5
1081	0
1099	5
1069	0
1058	5
1042	8
1085	0
1036	8
1094	0
1074	5
1095	1
1078	0
1080	2
1089	8
1102	8
1090	4
1112	2
1060	0
1044	0
1105	2
1049	4
1047	4
1079	4
1084	0
1057	8
1070	2
1052	0
1054	8
1037	4
1048	5
1093	5
1039	4
1062	0
1109	2
1071	2
1051	8
1046	4
1088	8
1063	2
1106	8
1111	8
1075	0
1043	2
1053	2
1056	4
1092	5
1108	4
1038	2
1065	2
1055	0
1077	4
1040	8
1100	5
1064	8
1045	0
1110	4
1061	8
1041	5
1072	2
1096	4
1087	7
1104	2
1083	4
