0	0	0
0	1	0
0	2	0
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
1	3	0
1	10	0
1	4	0
1	0	0
1	12	0
1	14	0
1	5	0
2	5	1
2	13	1
2	11	1
2	12	1
3	12	2
3	7	2
3	14	2
3	9	2
3	15	2
3	5	2
3	10	2
3	13	2
4	3	0
4	9	0
4	16	0
4	5	0
4	0	0
4	13	0
4	12	0
4	17	0
4	10	0
4	18	0
4	11	0
4	4	0
4	2	0
5	9	3
5	17	3
5	13	3
5	7	3
5	15	3
5	14	3
5	8	3
5	2	3
5	11	3
5	4	3
5	3	3
5	0	3
5	5	3
6	9	4
6	11	4
6	10	4
6	1	4
6	13	4
6	0	4
6	17	4
6	4	4
6	12	4
6	3	4
6	5	4
6	2	4
7	4	5
7	8	5
7	19	5
7	12	5
7	7	5
7	5	4
7	0	5
7	14	5
7	9	5
7	6	5
7	2	5
7	13	5
7	10	5
7	11	5
8	9	6
8	6	6
8	20	6
8	10	6
8	13	6
8	2	6
8	15	6
9	5	5
9	7	2
9	6	2
9	4	2
9	2	2
9	13	2
9	18	5
9	0	2
9	17	5
9	9	2
9	15	2
9	3	2
9	11	2
9	10	2
10	2	6
10	4	6
10	8	6
10	6	6
10	13	6
10	3	6
10	0	6
10	5	6
10	12	6
10	9	6
10	21	6
10	10	6
11	5	1
11	13	1
11	1	1
11	12	1
11	0	1
11	20	1
12	10	7
12	13	7
12	11	7
12	4	7
12	2	7
12	22	7
12	6	7
12	0	7
12	3	7
12	19	7
12	9	7
12	5	7
13	5	2
13	4	2
13	14	2
14	5	8
14	14	8
14	3	8
14	12	8
14	11	8
14	0	8
14	4	8
14	10	8
14	9	8
15	13	2
15	4	2
15	12	2
15	10	2
15	5	2
15	3	2
15	8	2
15	7	2
16	4	5
16	15	5
16	0	5
16	14	5
16	6	5
16	7	5
16	5	5
16	12	5
16	11	5
16	13	5
16	2	5
16	8	5
16	9	5
16	3	5
16	18	5
17	0	1
17	13	2
17	3	2
17	14	4
17	5	1
17	12	4
17	9	4
18	11	8
18	12	8
18	4	8
18	9	8
18	10	8
18	17	8
18	14	8
18	5	8
18	3	8
19	4	8
19	14	8
19	3	8
19	12	8
19	5	8
19	11	8
19	9	8
20	11	6
20	4	3
20	13	6
20	5	3
20	8	3
20	0	3
20	9	6
20	3	3
20	7	3
20	12	3
21	0	1
21	12	1
21	5	1
21	13	1
21	9	4
22	0	3
22	11	3
22	14	3
22	5	3
22	13	3
22	3	3
22	9	3
22	4	3
22	12	3
22	8	3
22	23	3
22	2	3
22	7	3
23	0	3
23	13	3
23	2	3
23	18	3
23	9	3
23	7	3
23	14	3
23	17	3
23	5	3
23	12	3
23	11	3
23	10	3
24	0	7
24	11	7
24	4	7
24	14	7
24	17	4
24	6	5
24	15	6
24	5	7
25	2	4
25	9	4
25	5	4
25	23	4
25	17	4
25	0	4
25	11	4
25	13	4
25	12	4
26	12	0
26	3	0
26	14	0
26	10	0
26	0	0
26	5	0
26	11	0
26	4	0
26	7	0
27	13	6
27	5	1
27	10	6
27	14	3
27	23	6
27	2	6
27	15	6
28	17	5
28	6	5
28	19	5
28	12	5
28	4	5
28	14	5
28	11	5
28	2	5
28	0	5
28	9	5
28	3	5
28	13	5
28	10	5
28	5	5
28	7	5
29	0	6
29	18	6
29	5	1
29	11	7
29	12	4
29	10	6
30	13	1
30	3	1
30	5	1
30	0	1
31	2	4
31	9	6
31	6	6
31	24	6
31	0	3
31	3	6
31	11	6
31	25	6
31	10	6
31	12	6
31	15	6
32	2	3
32	5	3
32	12	3
32	11	3
32	8	3
32	3	3
32	4	3
32	1	3
32	13	3
32	14	3
32	0	3
32	9	3
32	7	3
33	5	2
33	14	2
34	17	4
34	10	6
34	11	7
34	5	6
34	0	4
34	12	4
34	2	4
35	7	4
35	5	4
35	13	4
35	2	4
35	26	5
36	9	4
36	23	4
36	13	4
36	11	4
36	8	4
36	2	4
37	27	8
37	5	8
37	12	8
37	9	8
37	4	8
37	10	8
37	0	8
37	14	8
37	11	8
38	7	5
38	13	5
38	9	5
38	11	5
38	17	5
38	10	5
38	6	5
38	14	5
38	0	5
38	12	5
38	3	5
38	2	5
38	4	5
38	1	5
38	5	5
39	11	6
39	9	6
39	12	6
39	3	6
39	15	6
39	13	6
39	0	6
39	2	6
39	10	6
39	6	6
40	7	3
40	12	3
40	8	3
40	14	3
40	2	3
40	0	3
40	4	3
40	3	3
40	13	3
40	11	3
40	5	3
41	5	5
41	17	2
41	0	2
41	4	2
41	13	2
41	11	2
41	14	2
41	10	2
41	7	2
41	6	2
41	20	2
41	3	2
41	12	2
41	2	2
42	13	2
42	9	2
42	11	2
42	5	2
42	4	2
42	3	8
42	17	2
42	14	2
43	5	4
43	12	3
43	13	1
43	3	3
43	23	3
43	0	3
43	14	3
43	11	1
43	7	3
44	8	3
44	11	3
44	0	1
44	5	3
44	14	3
44	7	3
44	28	3
44	4	3
44	2	3
44	3	3
44	9	3
44	13	3
44	10	3
45	5	8
45	9	8
45	11	8
45	4	8
45	14	8
45	12	8
46	22	5
46	17	4
46	4	5
46	15	6
46	12	4
47	4	6
47	7	6
47	11	6
47	1	6
47	9	6
47	8	6
47	10	6
47	12	6
47	2	4
47	13	6
47	6	6
47	0	6
47	5	6
47	14	6
48	14	3
48	9	3
48	13	3
48	5	3
48	12	3
48	4	3
48	0	3
48	3	3
48	2	3
48	11	3
48	7	3
48	10	3
48	17	3
49	5	1
49	0	1
49	11	1
49	13	1
49	3	1
49	12	1
50	10	0
50	13	0
50	14	0
50	5	0
50	8	0
50	7	0
50	0	0
50	3	2
51	5	8
51	12	8
51	17	8
51	14	8
51	11	8
51	9	8
52	13	1
52	11	1
52	23	1
52	14	4
53	5	1
53	0	1
53	12	1
53	13	1
54	10	0
54	11	0
54	0	0
54	9	0
54	3	0
54	4	0
54	17	0
54	13	0
54	5	0
54	19	0
54	2	0
54	6	0
54	14	0
54	7	0
55	2	7
55	10	7
55	12	7
55	0	6
55	5	7
55	11	7
55	15	7
56	0	1
56	15	2
56	9	4
56	3	2
56	5	2
56	17	2
56	14	4
56	13	2
57	5	5
57	13	2
57	12	1
57	4	2
57	20	2
57	3	2
57	0	1
58	3	5
58	11	5
58	2	5
58	14	5
58	7	5
58	5	5
58	10	5
58	13	5
58	29	5
58	15	5
58	6	5
58	17	5
58	4	5
58	9	5
58	0	5
59	13	1
59	3	1
59	5	1
59	24	4
59	0	1
59	11	1
59	12	1
60	24	7
60	20	7
60	25	3
60	0	3
61	2	5
61	13	6
61	5	5
61	10	6
62	10	8
62	5	8
62	14	8
62	9	8
62	11	8
62	4	8
62	17	8
62	3	8
62	12	8
63	12	4
63	30	5
64	4	2
64	9	2
64	11	2
64	23	2
64	12	2
64	0	0
64	5	0
64	8	0
64	14	0
65	12	6
65	14	6
65	7	6
65	9	6
65	3	6
65	4	6
65	13	6
65	10	6
65	6	6
65	11	6
65	17	6
65	2	6
65	5	6
65	0	6
66	11	4
66	12	4
66	10	6
66	14	5
66	0	4
66	15	6
66	5	3
66	7	4
67	11	5
67	6	5
67	3	5
67	31	5
67	13	5
67	5	5
67	0	5
67	2	5
67	7	5
67	8	5
67	10	5
67	9	5
67	12	5
67	14	5
68	10	0
68	3	0
68	2	0
68	17	0
68	4	0
68	13	0
68	8	0
68	9	0
68	11	0
68	12	0
